Character,Move Name,Alt Names,Guard,Properties,Damage,Meter,On Hit,On Block,Startup,Active,Recovery,Hitstun,Blockstun,Hitstop,On Pushblock,Footer,Thumbnail URL,Footer URL
PEACOCK,ITEM DROP LEVEL 1,"ITEM DROP LVL1
ITEM DROP LV1
SOID LEVEL 1
SOID LVL1
SOID LV1
ITEM LEVEL 1
ITEM LVL 1
ITEM LV1
LEVEL 1 ITEM DROP
LVL1 ITEM DROP
LV1 ITEM DROP 
LEVEL 1 SOID
LVL1 SOID
LV1 SOID
LEVEL 1 ITEM
LVL 1 ITEM
LV1 ITEM
]LP[",Mid,"Projectile,
 60% Damage Scaling",850 (200),6.26%,-,-,12,(Until ground),18,26,21,9,-,,https://wiki.gbl.gg/images/e/e0/SG_pea_qcbp_hb.png,-
PEACOCK,ITEM DROP LEVEL 2,"ITEM DROP LVL2
ITEM DROP LV2
SOID LEVEL 2
SOID LVL2
SOID LV2
ITEM LEVEL 2
ITEM LVL 2
ITEM LV2
LEVEL 2 ITEM DROP
LVL2 ITEM DROP
LV2 ITEM DROP 
LEVEL 2 SOID
LVL2 SOID
LV2 SOID
LEVEL 2 ITEM
LVL 2 ITEM
LV2 ITEM
]MP[",Mid,"Projectile,
 60% Damage Scaling",1400 (300),7.20%,-,-,12,(Until ground),18,34,21,11,-,- 1% chance to drop a kitchen sink.,https://wiki.gbl.gg/images/e/e0/SG_pea_qcbp_hb.png,-
PEACOCK,ITEM DROP LEVEL 3,"ITEM DROP LVL3
ITEM DROP LV3
SOID LEVEL 3
SOID LVL3
SOID LV3
ITEM LEVEL 3
ITEM LVL 3
ITEM LV3
LEVEL 3 ITEM DROP
LVL3 ITEM DROP
LV3 ITEM DROP 
LEVEL 3 SOID
LVL3 SOID
LV3 SOID
LEVEL 3 ITEM
LVL 3 ITEM
LV3 ITEM
]HP[",High,"Projectile,
 60% Damage Scaling",2100 (500),9%,Ground Bounce,-,12,(Until ground),18,38,24,14,-,"- Has a 5% chance to be Avery on a Road Roller, which is a hit grab and plays a cinematic. See ""ITEM ROAD ROLLER"".",https://wiki.gbl.gg/images/e/e0/SG_pea_qcbp_hb.png,-
PEACOCK,ITEM DROP ROAD ROLLER,"ROAD ROLLER
JOJOS
JOJO
ROLLER
STEAMROLLER
STEAM ROLLER
DIO
ITEM ROAD ROLLER
ITEM STEAM ROLLER
ROADROLLER",High,"Projectile,
 Hit Grab,
 80% Damage Scaling",2400 (500),(2.5%) 0%,KD,-,14,(Until ground),16,-,24,N/A (14 on block),-,"- 5% chance of dropping. 
- Has a different launch height that can screw up combos and there's no way for either player to know it's coming...
- Since it's a hit grab, it will break armor.",https://wiki.gbl.gg/images/e/e0/SG_pea_qcbp_hb.png,-
PEACOCK,ITEM DROP TENRAIHA,"TENRAIHA
LEI LEI
SPIKES
SPIKE BALL
SPIKE BALLS
ITEM TENRAIHA
TENRAIHA ITEM",High,Projectile,"1300, 200 x7 (500, 80 x7)","(2.5%) 11.25%, 5.14% x7",Ground Bounce,-,14,(Until ground),16,"38, 18 x7","24, 15 x7","14, 11 x7 (14, 6 x7 on block)",-,- Can only drop as a level 3 item if Peacock performs a TAUNT first. Drops multiple spike balls on the opponent for lockdown and good chip damage.,https://wiki.gbl.gg/images/e/e0/SG_pea_qcbp_hb.png,-
PEACOCK,TELEPORT,"MACRO_214LK
MACRO_214MK
MACRO_214HK
MACRO_214K
L TELEPORT
M TELEPORT
H TELEPORT
TELEPORT L
TELEPORT M
TELEPORT H
TP L
TP M
TP H
L TP
M TP
H TP",-,Invuln. (Full) (Frame 4),-,2.50%,-,-,31,-,21,-,-,-,-,"- See ""FAKE TELEPORT"", which happens if she holds [P] during M or H teleport.",https://wiki.gbl.gg/images/0/06/SG_pea_qcbk.png,https://wiki.gbl.gg/images/b/bd/SG_pea_qcbk_fd.png
PEACOCK,FAKE TELEPORT,"214K,[P]
214 K,[P]
214+K,[P]
QCBK,[P]
QCB K,[P]
QCB+K,[P]
214K~[P]
214 K~[P]
214+K~[P]
QCBK~[P]
QCB K~[P]
QCB+K~[P]
214K [P]
214 K [P]
214+K [P]
QCBK [P]
QCB K [P]
QCB+K [P]
FIRE IN THE HOLE
FITH
FAKE TELE
FAKE TP",Mid,"Invuln. (Full) (Frame 4),
 Projectile",550 (100),(2.5%) 6.92%,-,-,"52, 27",5,20,23,17,9,-,"- Peacock reappears in the same place while placing a bomb at the opponent's feet.
- Fake Teleport won't happen if Peacock is using L Teleport, so she can teleport backwards while holding an item drop.",https://wiki.gbl.gg/images/1/18/SG_pea_qcbkp_hb.png,https://wiki.gbl.gg/images/d/de/SG_pea_qcbkp_fd.png
PEACOCK,ARGUS AGONY,"MACRO_236PP
BEAM SUPER
ARGUS",Mid,"Projectile,
Beam","300x5, 750, 180x30 (100 x6, 25 x30)",-100%,-3,-11,6 + 10,"6 x6, (33), -",37,"25 x5, 43, 30 x30",17 x36,"(9), 8 x5, 25, 2 x30 (4 x6, 8 x30 on block)",-,"- 6 hit full screen laser, followed by a gap, then 30 smaller projectiles that shoot randomly.",https://wiki.gbl.gg/images/f/fe/SG_pea_qcfpp_hb.png,https://wiki.gbl.gg/images/1/16/SG_pea_qcfpp_fd.png
PEACOCK,LONESOME LENNY,"MACRO_236KK
LENNY
BOMB",Mid,-,3800 (800),-100%,KD,-,4 + 7,1,18,24,27,"(7), 16",-,"- Lenny has 4800 HP which acts as a timer, decrementing at 1HP per frame. Hitting Lenny will make him explode faster.
- Anyone can get hit by Lenny, even allies.
- Allied projectiles that hit an allied Lenny will not lose their hitbox, but they will perform a hit on Lenny and push him forward.
- If Lenny is touched by an Argus Agony projectile, Lenny will explode as soon as Peacock stops the Super, even if she is hit out of it.
- If Peacock is performing Goodfellows (Level 3), Lenny will always wait to explode as soon as Peacock throws the cigar at the bag to detonate it.
- Lenny's explosion is a physical hit, and cannot be countered, reflected, or avoided by projectile invulnerable moves.
- While Lenny is active and Peacock is the point character, Peacock's meter gain is reduced to 33% of its normal value.",https://wiki.gbl.gg/images/3/3a/SG_pea_qcfkk_hb.png,https://wiki.gbl.gg/images/4/43/SG_pea_qcfkk_fd.png
PEACOCK,GOODFELLOWS,"MACRO_214LPLK
LEVEL 3
LEVEL3
LVL 3
LVL3
LV3
LV 3",-,45% Min. Scaling,6225 (total),-300%,Sliding KD,-,-,-,-,-,-,-,-,"- See ""GOODFELLOWS DHC"" for the version done as a DHC.
- The explosion at the end of the throw will detonate Lonesome Lenny in a single hit.",https://wiki.gbl.gg/images/2/2f/SG_pea_qcbpp_hb.png,-
PEACOCK,GOODFELLOWS DHC,"GOOD FELLOWS DHC
DHC GOOD FELLOWS
DHC GOODFELLOWS
GOODFELLAS DHC
GOOD FELLAS DHC
LEVEL 3 DHC
LEVEL3 DHC
LVL 3 DHC
LVL3 DHC
LV3 DHC
LV 3 DHC
DHC LEVEL 3
DHC LEVEL3
DHC LVL 3
DHC LVL3
DHC LV3
DHC LV 3",Mid,"Hit Grab,
55% Min. Scaling",6225 (total) (250),-200%,Sliding KD,-35,6,3,56,-,23,N/A (10 on block),-,,https://wiki.gbl.gg/images/2/2f/SG_pea_qcbpp_hb.png,-
PEACOCK,TAUNT,,-,-,-,0%,-,-,-,-,94,-,-,-,-,"- If Peacock completes the animation, the next level 3 Item Drop will be upgraded to Tenraiha.",https://wiki.gbl.gg/images/b/bd/SG_pea_taunt.png,-
PEACOCK,ASSIST RECOVERY,"ASSIST
ASSIST TAUNT",-,-,-,-,-,-,-,-,64,-,-,-,-,"- Amount of time it takes for the character to turn invulnerable after they finish performing their assist action.
- Longer recovery → more time to punish the assist.
- Since Peacock ""teleports"" off screen once she's done, she recovers extra fast as she doesn't need to hop off screen like other characters.",https://wiki.gbl.gg/images/4/43/SG_pea_assist.png,-
ROBO-FORTUNE,5LP,MACRO_5LP,Mid,Chains Into Self,175,2.50%,2,2,6,2,15,18,18,7,-,,https://wiki.gbl.gg/images/3/39/SG_rfo_slp_hb.png,https://wiki.gbl.gg/images/1/15/SG_rfo_slp1_fd.png
ROBO-FORTUNE,5LP X2,MACRO_5LP_2ND,Mid,-,175,2.50%,±0,±0,5,2,17,18,18,7,-,,https://wiki.gbl.gg/images/3/39/SG_rfo_slp_hb.png,https://wiki.gbl.gg/images/6/64/SG_rfo_slp2_fd.png
ROBO-FORTUNE,5MP,MACRO_5MP,Mid,-,425,"7.5%,",4,2,10,3,16,22,20,9,-,,https://wiki.gbl.gg/images/1/10/SG_rfo_smp_hb.png,https://wiki.gbl.gg/images/8/85/SG_rfo_smp1_fd.png
ROBO-FORTUNE,5[MP],"S.[MP]
S[MP]
5.[MP]
5MP HELD
SMP HELD
HELD 5MP
HELD SMP",Mid,-,"425, 115x2, 175","7.5%, 2.5% x3",10,±0,10,"3, (3), 3, 3, 2",11,22x4,"20, 12x3","9, 3x2, 8",-,,https://wiki.gbl.gg/images/1/10/SG_rfo_smp_hb.png,https://wiki.gbl.gg/images/6/6c/SG_rfo_smp2_fd.png
ROBO-FORTUNE,5HP,MACRO_5HP,Mid,Armor (1 hit),"180x4, 400","2.4% x4, 3.6%",-2,-20,17,"4, 4, 4, 4, 4",39,40x5,22x5,"2x4, 7",-,"- Robo's main ""reversal"" due to having 1 hit of armor. 
- Getting 5HP as a reversal is a 4F window.",https://wiki.gbl.gg/images/1/1d/SG_rfo_shp_hb.png,https://wiki.gbl.gg/images/4/4b/SG_rfo_shp_fd.png
ROBO-FORTUNE,5LK,MACRO_5LK,Mid,-,275,2.50%,1,2,7,2,17,19,20,7,-,,https://wiki.gbl.gg/images/9/92/SG_rfo_slk_hb.png,https://wiki.gbl.gg/images/b/be/SG_rfo_slk_fd.png
ROBO-FORTUNE,5MK,MACRO_5MK,Mid,-,475,7.50%,7,±0,16,2,19,27,20,9,-,"- Smacks the opponent downwards but doesn't knockdown, so it's amazing for restanding the opponent.",https://wiki.gbl.gg/images/8/86/SG_rfo_smk_hb.png,https://wiki.gbl.gg/images/4/43/SG_rfo_smk_fd.png
ROBO-FORTUNE,5HK,"MACRO_5HK
DUST
OVERHEAD",High,No Cancel *,1000,10%,Wall Splat OR KD,-13,22,3,"40 (hit), 34 (block/whiff)",16,23,16,-,"- Can cancel into TAUNT, 2HK, and all Supers. Can't special cancel.
- If Robo-Fortune is under the effects of Systemic Circuit Breaker, she can dash to pick up after hitting 5HK against every character, even mid-screen.
- By holding up or up-forward after a successful sHK, Robo can spend one headrone to perform Homing Directory. This activates a special jump on wall splat that will make Robo track to the enemy's location, allowing for more consistent conversions at the cost of one head.
- Wall Splat only works once per combo.",https://wiki.gbl.gg/images/1/1b/SG_rfo_shk_hb.png,https://wiki.gbl.gg/images/e/ec/SG_rfo_shk_fd.png
ROBO-FORTUNE,2LP,MACRO_2LP,Mid,Chains Into Self,175,2.50%,±0,±0,6,2,17,18,18,7,-,- Disjointed normal AA.,https://wiki.gbl.gg/images/b/ba/SG_rfo_clp_hb.png,https://wiki.gbl.gg/images/3/33/SG_rfo_clp_fd.png
ROBO-FORTUNE,2MP,MACRO_2MP,Low,-,475,7.50%,1,-3,10,4,22,21,17,9,-,- Disjointed low. Good for burst baits.,https://wiki.gbl.gg/images/b/b2/SG_rfo_cmp_hb.png,https://wiki.gbl.gg/images/2/23/SG_rfo_cmp_fd.png
ROBO-FORTUNE,2HP,MACRO_2HP,Mid,Launcher,900,10%,1,-12,20,4,28,32,19,12,-,,https://wiki.gbl.gg/images/7/73/SG_rfo_chp_hb.png,https://wiki.gbl.gg/images/3/33/SG_rfo_chp_fd.png
ROBO-FORTUNE,2LK,MACRO_2LK,Low,-,225,2.50%,2,1,8,2,16,19,18,7,-,,https://wiki.gbl.gg/images/a/a7/SG_rfo_clk_hb.png,https://wiki.gbl.gg/images/8/8e/SG_rfo_clk_fd.png
ROBO-FORTUNE,2MK,"MACRO_2MK
SWEEP
TRIP
SLIDE",Low,Sweep,425,7.50%,Soft KD,-16,13,26,8,14,17,9,-,"- Low hitting and armor breaking ""sweep"" type move, but she can combo out of it easily.
- Can be extremely plus when spaced correctly, since it has 26(!) active frames.",https://wiki.gbl.gg/images/3/37/SG_rfo_cmk_hb.png,https://wiki.gbl.gg/images/c/c3/SG_rfo_cmk_fd.png
ROBO-FORTUNE,2HK,"MACRO_2HK
HEADDRONE
HEAD
HEAD DRONE
HEADRONE
HEAD LAUNCH
MAKE HEAD
CREATE HEAD
GIVE HEAD",Mid,Projectile,700,10%,5,-4,20 (16 during lvl. 3),40,32 (28 during lvl. 3),30,21,6,-,"- Robo-Fortune launches a Headrone (AKA ""Head"") which can be commanded via her 214K moves.
- Has a hit on the way up, before the Head starts following Robo-Fortune around.",https://wiki.gbl.gg/images/8/83/SG_rfo_chk_hb.png,https://wiki.gbl.gg/images/4/46/SG_rfo_chk_fd.png
ROBO-FORTUNE,JLP,MACRO_JLP,High,Jump Cancel,175,2.50%,7,6,7,2,11,19,18,9,-,,https://wiki.gbl.gg/images/7/76/SG_rfo_jlp_hb.png,https://wiki.gbl.gg/images/6/61/SG_rfo_jlp_fd.png
ROBO-FORTUNE,JMP,MACRO_JMP,High,Jump Cancel,"100x5, 200",1.0588% x6,10,4,12,12,13,24x6,"16 x5, 18","2 x5, 9",-,,https://wiki.gbl.gg/images/3/3f/SG_rfo_jmp_hb.png,https://wiki.gbl.gg/images/3/30/SG_rfo_jmp_fd.png
ROBO-FORTUNE,JHP,MACRO_JHP,Mid,"Projectile,
 Jump Cancel",625,10%,12,2,18,20,22,25,15,8,-,"- Only reduces Undizzy by 50 on CH, unlike other heavy attacks which reduce it by 100.",https://wiki.gbl.gg/images/7/73/SG_rfo_jhp_hb.png,https://wiki.gbl.gg/images/0/07/SG_rfo_jhp_fd.png
ROBO-FORTUNE,JLK,MACRO_JLK,High,Jump Cancel,225,2.50%,3,1,8,2,16,20,18,7,-,,https://wiki.gbl.gg/images/b/b5/SG_rfo_jlk_hb.png,https://wiki.gbl.gg/images/7/7b/SG_rfo_jlk_fd.png
ROBO-FORTUNE,JMK,MACRO_JMK,High,Jump Cancel,475,7.50%,10,3,10,3,14,26,19,9,-,,https://wiki.gbl.gg/images/b/b4/SG_rfo_jmk_hb.png,https://wiki.gbl.gg/images/1/1e/SG_rfo_jmk_fd.png
ROBO-FORTUNE,JHK,MACRO_JHK,Mid,Jump Cancel,"100x6, 200",1.6364% x7,10,5,16,"[1, (3)]x6, 1",14,"26x6, 24","16x6, 19","2x6, 13",-,"- Holding any direction during this attack pushes her in that direction, giving more control in the air than some characters get with an air dash.",https://wiki.gbl.gg/images/9/97/SG_rfo_jhk_hb.png,https://wiki.gbl.gg/images/2/2e/SG_rfo_jhk_fd.png
ROBO-FORTUNE,THROW,MACRO_THROW,Throw,50% Damage Scaling,"0, 1000","2%, 13%",KD,-,7,1,28,-,-,-,-,"- Need an assist to convert midscreen, or you can spend meter on Magnet (236KK).",https://wiki.gbl.gg/images/c/c5/SG_rfo_throw_hb.png,https://wiki.gbl.gg/images/6/67/SG_rfo_throw_fd.png
ROBO-FORTUNE,AIR THROW,MACRO_AIR_THROW,Air Throw,"Jump Cancel,
 50% Damage Scaling","75 x9, 325","1% x9, 6%",KD,-,7,3,18,-,-,-,-,- The recovery of this airthrow is double-jump cancelable on hit which allows you to combo after it.,https://wiki.gbl.gg/images/b/b4/SG_rfo_airthrow_hb.png,https://wiki.gbl.gg/images/e/ec/SG_rfo_airthrow_fd.png
ROBO-FORTUNE,TAG IN,MACRO_TAG,Mid,Tag,500,7.50%,KD,-52,40,16,61,10,13,20 (11 on block),-,,https://wiki.gbl.gg/images/e/e9/SG_rfo_tag_hb.png,https://wiki.gbl.gg/images/f/f0/SG_rfo_tag_fd.png
ROBO-FORTUNE,SNAPBACK,MACRO_SNAPBACK,Mid,Snapback,0,-100%,-,-25,12 + 3,1,42,14,17,(9) 13,-,,https://wiki.gbl.gg/images/2/23/SG_rfo_snap_hb.png,https://wiki.gbl.gg/images/1/1f/SG_rfo_snap_fd.png
ROBO-FORTUNE,L BEAM,"MACRO_236LP
BEAM L
L LASER
LASER L",Mid,"Projectile,
Beam",650 (375),(2.5%) 4.5%,-4,-11,18,10,23,24,17,4,-,- Low beam that can be easily jumped.,https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/2/27/SG_rfo_qcflp_fd.png
ROBO-FORTUNE,M BEAM,"MACRO_236MP
BEAM M
LASER M
M LASER",Mid,"Projectile,
Beam",650 (375),(2.5%) 7.5%,-4,-11,18,6,27,24,17,4,-,- Eye-height beam that can be easily ducked.,https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/f/f5/SG_rfo_qcfmp_fd.png
ROBO-FORTUNE,H BEAM,"MACRO_236HP
MACRO_236P
BEAM
BEAM H
LASER
LASER H
H LASER",Mid,"Projectile,
Beam",250x6 (125 x6),(2.5%) 1.8% x6,-1,-11,25,31,22,22x6,13x6,4x6 (3 x6 on block),-,- Eye-height beam that can be easily ducked.,https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/1/15/SG_rfo_qcfhp_fd.png
ROBO-FORTUNE,L BEAM AIR,"MACRO_J236LP
J L BEAM
JL BEAM
J BEAM L
J.L BEAM
AIR L BEAM
AIR BEAM L
L LASER AIR",Mid,"Projectile,
Beam",650 (375),(2.5%) 7.5%,4,2,15,5,22,26,19,4,-,- Robo-Fortune can only do one air beam per jump. Double jumping will refresh her available beams.,https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/4/46/SG_rfo_jqcflp_fd.png
ROBO-FORTUNE,M BEAM AIR,"MACRO_J236MP
J M BEAM
JM BEAM
J BEAM M
J.M BEAM
AIR M BEAM
AIR BEAM M
M LASER AIR",Mid,"Projectile,
Beam",650 (375),(2.5%) 7.5%,4,1,15,6,19,24,17,4,-,- Robo-Fortune can only do one air beam per jump. Double jumping will refresh her available beams.,https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/9/90/SG_rfo_jqcfmp_fd.png
ROBO-FORTUNE,H BEAM AIR,"MACRO_J236HP
MACRO_J236P
JBEAM
J BEAM
J BEAM H
J H BEAM
JH BEAM
J.H BEAM
AIR BEAM
AIR H BEAM
AIR BEAM H
H LASER AIR",Mid,"Projectile,
Beam",250 x6 (125 x6),(2.5%) 1.8% x6,12,2,15,31,12,22 x6,13 x6,4 x6 (3 x6 on block),-,"- Hits Beowulf, Eliza, and Beowulf crouching if done low to the floor.
- Robo-Fortune can only do one air beam per jump. Double jumping will refresh her available beams.
- A double jump buffer is provided after this move ends, which makes it useful for corner J H Beam loops.",https://wiki.gbl.gg/images/a/a6/SG_rfo_qcfp_hb.png,https://wiki.gbl.gg/images/4/41/SG_rfo_jqcfhp_fd.png
ROBO-FORTUNE,RAM,"MACRO_214LK
MISSILE
ROCKET
L HEADRONE
L HEAD",Mid,Projectile,850 (300),7.50%,-,-,"7, 29",--,17,30,25,8,-,"- Command a Head to fire towards the opponent like a missle. The missile will not vanish if Robo-Fortune is hit, making it effective in trades.
- Robo-Fortune's head commands activate on the 6th frame. Once they are activated they cannot be interrupted. If Robo-Fortune is hit within the first 5 startup frames, the move will be interrupted and the heads will not be used up.",https://wiki.gbl.gg/images/3/33/SG_rfo_qcblk_hb.png,https://wiki.gbl.gg/images/d/dc/SG_rfo_qcblk_fd.png
ROBO-FORTUNE,MINE,"MACRO_214MK
M HEAD",Mid,"50% Damage Scaling,
Projectile, Sweep","200, 750 (100, 150)","4.5%, 3.75%",Soft KD,-,"7, 26","12, (15), -",17,"30, 10","27, 13","9, 8 (9, 4 on block)",-,"- Command a Head to plant itself in front of Robo, as a Mine.
- Robo-Fortune's head commands activate on the 6th frame. Once they are activated they cannot be interrupted. If Robo-Fortune is hit within the first 5 startup frames, the move will be interrupted and the heads will not be used up.
- If the mine hits on the way down during deployment, it will always explode, even if Robo-Fortune is in hitstun. This makes it an AMAZING move on trade, and it's one of Robo-Fortunes only effective reversals.
- The mine lives for 540 frames. Which is 7.5 seconds since at SGs effective 72 FPS.",https://wiki.gbl.gg/images/6/63/SG_rfo_qcbmk_hb.png,https://wiki.gbl.gg/images/5/5e/SG_rfo_qcbmk_fd.png
ROBO-FORTUNE,SALVO,"MACRO_214HK
HIDDEN MISSILES
MISSILES
H HEADS",Mid,Projectile,250 x4 (per head) (75 x4 per head),4.5% x4 (per head),-,-,"14, 38",(Until ground),24 OR 34 OR 44,30x4,17x4,8x4 (6 x4 on block),-,"- Robo-Fortune spends all existing headrones, commanding them to fire a barrage of mouse missiles, or ""moussiles,"" into the air. The moussiles track her opponent's horizontal position and rain down on them from above after a short period of time. Some mechanics of this attack depend on how many headrones are spent on the salvo. With one headrone, the moussiles will land where the opponent was when you originally did the move. With two, moussiles will track the opponent until they start falling down. Lastly, with three headrones, the moussiles will completely track the opponent.
- Robo-Fortune's head commands activate on the 6th frame. Once they are activated they cannot be interrupted. If Robo-Fortune is hit within the first 5 startup frames, the move will be interrupted and the heads will not be used up.
- If Robo-Fortune has performed a TAUNT, then the number of missiles shot per head increases to 7, up from 4. This boost is consumed on activation.",https://wiki.gbl.gg/images/2/25/SG_rfo_qcbhk_hb.png,https://wiki.gbl.gg/images/6/69/SG_rfo_qcbhk_fd.png
ROBO-FORTUNE,L DANGER,"MACRO_236LK
AA
6P
L SPIN
SPIN L",Mid,-,"150x4, 400 (50 x4, 200)","(2.5%) 2.5%x 4, 3.6%",KD,-20,9,11,37,16x5,19x5,"1x4, 10",-,"- Her upper body loses hurt boxes during startup and active frames, which makes this move a good anti-air.",https://wiki.gbl.gg/images/d/de/SG_rfo_qcflk_hb.png,https://wiki.gbl.gg/images/e/e2/SG_rfo_qcflk_fd.png
ROBO-FORTUNE,M DANGER,"MACRO_236MK
M SPIN
SPIN M",Mid,Invuln. (Throw),"175x4, 500 (50 x4, 200)","(2.5%) 2.5% x4, 3.6%","Stagger (+32/+47 CH), OR +4",-17,10,28,29,"39x4, 36","20x4, 15","2x4, 12",-,"- Throw invulnerable reversal. Call out for command grabs and dealing with annoying A Train + Command Grab set ups. 
- Staggers the opponent if done without being cancelled into from a normal.
- Increased hitstun against assists (even without stagger) to reliably combo into Cannon super.",https://wiki.gbl.gg/images/8/82/SG_rfo_qcfmk_hb.png,https://wiki.gbl.gg/images/d/d7/SG_rfo_qcfmk_fd.png
ROBO-FORTUNE,H DANGER,"MACRO_236HK
MACRO_236K
H SPIN
SPIN H
DANGER",Mid,Invuln. (Throw) (first 2 frames),"200x6, 500 (20 x6, 200)","(2.5%) 2.5% x6, 3.6%",Ground Bounce,-18,29,33,35,"38x6, 16",19x7,"2x6, 8",-,"- Most damaging Special Move. Combo fodder.
- Launches opponents at the perfect height to combo into Catastrophe Canon (236PP) WITHOUT consuming OTG, and correctly accounts for opponent weight and hurtboxes.",https://wiki.gbl.gg/images/8/87/SG_rfo_qcfhk_hb.png,https://wiki.gbl.gg/images/7/79/SG_rfo_qcfhk_fd.png
ROBO-FORTUNE,CATASTROPHE CANNON ALPHA,"MACRO_236PP
CANNON
BEAM SUPER
CANNON SUPER
LEVEL 1 BEAM
LVL 1 BEAM
LVL1 BEAM
LEVEL 1 BEAM SUPER
LVL 1 BEAM SUPER
LVL1 BEAM SUPER",Mid,"Invuln. (Full) (post flash),
 Projectile,
Beam",275 x30 (33 x30),-100%,KD,-56,33 + 7,120,70,18 x30,15 x30,"(8) 13 x29,12 (2 x30 on block)",-,"- Full screen laser that must be blocked BEFORE the Superflash occurs.
- When used as a DHC, the long start up is skipped, making it extremely good at full screen whiff punishes.",https://wiki.gbl.gg/images/9/98/SG_rfo_qcfpp_hb.png,https://wiki.gbl.gg/images/2/24/SG_rfo_qcfpp_fd.png
ROBO-FORTUNE,MAGNETIC TRAP,"MACRO_236KK
MAGNET
MAGNET TRAP",Anti-Air Grab,"Invuln. (Strike) (pre flash),
 Invuln. (Full) (post flash),
36.4% Min. Scaling","0, 2750 (200)",-100%,Hard Knockdown,-18,5 + 6~95,3,26,-,18,(5) N/A (8 on block),-,"- Hitgrab up and in front of Robo-Fortune. - Holding KK will pull the opponent close to her as long as they are airborne. Releasing KK performs the hit grab. Can only pull the point character.
- The hit is unblockable if it is not held AND the opponent is rising.
- Has enough super hitstop to cover the first active frame if KK is not held, so it cannot be post-flash counter-supered. - In det mode, ground bounces and allows for follow-ups once per combo. If any K button is held during the leap portion of the move, then Robo will automatically end det mode and trigger the explosion.",https://wiki.gbl.gg/images/c/ca/SG_rfo_qcfkk_hb.png,https://wiki.gbl.gg/images/6/65/SG_rfo_qcfkk_fd.png
ROBO-FORTUNE,SYSTEMIC CIRCUIT BREAKER,"MACRO_214PP
DET MODE
DET MODE ACTIVATION
DET MODE ACTIVATE
DETMODE
DETMODE ACTIVATION
DETMODE ACTIVATE
INSTALL SUPER
INSTALL",N/A,Invuln. (Full),-,-300%,-,-,4 + 0,-,8 (20),-,-,(9) N/A,-,"- See ""SYSTEM CIRCUIT BREAKER EXPLOSION"" or ""EXPLODE"" for the explosion part of this move.
- Activates det mode. While active, a 10 second timer above her head ticks down (90f/second), and Robo-Fortune gains multiple buffs until she explodes, damaging the opponent, and is replaced with a back-up unit. - Her walk, dash, and headrone deployment speeds increase.
- She loses her double jump in exchange for an airdash (8f lockout).
- L/M Beams are faster, do more damage, ground bounce once per combo, and cause sliding knockdown thereafter. - She can also use a new special move called Warranty Extension, which allows her to spend headrones to increase the detonation timer by 5 seconds (up to a maximum of 20 seconds) and reduce her meter gain penalty at the cost of increasing non-recoverable self-damage. - Robo-Fortune detonates immediately once the timer expires, unless she is in a scripted animation such as a successful grab. - The explosion inflicts 2000 recoverable damage to herself.
- IPS tracking and damage scaling are reset when she explodes, but undizzy is not affected.
- Robo receives an additional 20F of invulnerability if she doesn't perform any moves after the activation. While it looks like she is idling, this idle is invicible. Any input will cancel this invuln period.
- When using Magnet to trigger the explosion: the explosion will only combo if OTG has not already been used.
- There is a 10 frame buffer on attacks after the explosion. This allows for a follow up beam super on every character.",https://wiki.gbl.gg/images/1/1b/SG_rfo_qcbpp.png,https://wiki.gbl.gg/images/a/aa/SG_rfo_qcbpp1a_fd.png
